Propriétaire du contact,Commercial,Représentant légale,Nom commercial,Numéro de téléphone,Adresse e-mail,ADRESSE,SECTEUR,METIER/Description,SIRET,IDCC,Note à moi même,Conclusion
sinaman.commercial@disciplina.re,,Mr Jean-Christophe GOWA,ANTENNE REUNION BOUTIK - BOUTIK SARL,0262 20 12 12,service-client@boutikantenne.fr,BP 80068 97725 Le Port Cedex,97420 LE PORT,Commerce de détail,49932783100024,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mme Huguette BOURLY,CHEZ HUGUETTE,0692 69 19 18,,56 Boulevard Gaston Monnerville,97400 SAINT-DENIS,Snack bar,43194764700019,,"Ne prend pas, travail répétitif",
sinaman.commercial@disciplina.re,,Mr Moustansir BOUKA,TOUT POUR LA FÊTE,0262 94 46 84,shamina2805@gmail.com,10 Boulevard Lancastel,97400 SAINT-DENIS,Commerce de détail,52097169800011,,"Ne prend pas , contact reçu Mme HASSANDAYE Shaina",Mail transmis le 17/09/2024
sinaman.commercial@disciplina.re,,Mr Fabrizio FRANCO,MAMMA MIA !,0692 15 16 15,mammamiaepiceriefine@gmail.com,"RESIDENCE AUSTRAL DUPARC LOCAL 9 B, 143 RUE LOUIS LAGOURGUE",97438 SAINTE-MARIE,Commerce d’alimentation,81218577500028,,"Intéresser, attend d’avoir une certaine stabilité","Rendez-vous physique le 29/08/2024
Relance effectué le 14/11/2024"
sinaman.commercial@disciplina.re,,Mr Eric LEUNG-SAM-FONG,SODIREL,0262 30 10 81,"contact@sodirel.re
S.chane@sodirel.re
recrutement@sodirel.re",72 Boulevard Notre Dame de la Trinité,97400 SAINT-DENIS,Commerce de gros,95063983100011,,"Pas de besoin, reprendra contact avec nous en cas de besoin reçu au téléphone la secrétaire le 30/10/2024","Mail transmis le 29/08/2024, attente de réponse
Mail transmis le 30/10/2024"
sinaman.commercial@disciplina.re,Amanda,Mr Jean CODY,MYPLACE,,,"Appt. A, 2 Boulevard Vauban",97400 SAINT-DENIS,Commerce de détail,81297681900019,,,
sinaman.commercial@disciplina.re,,Mr Joseph GAUVIN,E.D.8 EPICERIE DU 8 EME,0692 37 92 49,,"Pk8 Saint-Francois, 43 Chemin Alfred Mazerieux",97400 SAINT-DENIS,Commerce de détail,52162309000011,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Yolaine CHANE-MENG-HIME,ARTISANAT OCEAN INDIEN,0692 37 02 34,,"Pk 9 Saint-Francois, 15 Chemin de l’évêché",97400 SAINT-DENIS,Vente ambulant de produits artisanaux,52494328900016,,,
sinaman.commercial@disciplina.re,,Mr Laurent JUDICAEL,GEOLOC REUNION,0692 05 35 24,,2 Chemin de La Canelle,97400 SAINT-DENIS,Commerce de détail,80405971500016,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mr Christopher CAROUPAYE,ECO PALETTES OI,0262 55 15 07,"ventes@ecopal.re
secretariat@ecopal.re","Riviere des Galets, 36 rue Eugénie Alois",97420 LE PORT,Commerce de gros,81513717900025,,Pas de besoin actuellement,"Mail transmis le 29/08/2024, attente de réponse
Mail transmis le 18/08/2025"
sinaman.commercial@disciplina.re,Amanda,Mr Bruno MORI,LES SAVEURS D’AFRIQUE DU SUD,0692 70 65 25,saveurs974@gmail.com,"Saint-Francois, 12 Chemin de La Cascade",97400 SAINT-DENIS,Commerce de gros,79458445800028,,,Mail transmis le 19/11/2024
sinaman.commercial@disciplina.re,Amanda,Mr Quentin ETHEVE,RESTO DE LA BRETAGNE,0262 41 09 38,,"La Bretagne, 35 Chemin de la Grotte",97400 SAINT-DENIS,Restauration,79251338400018,,,
sinaman.commercial@disciplina.re,Amanda,Mr Joseph MAROT,SERYA,,,83 Chemin Commins,97417 SAINT-DENIS,Activité immobilières,50879429400019,,,
sinaman.commercial@disciplina.re,,,CILAM INTERNATIONAL,0262 90 27 27,recrutement@cilam.com,56 Quai Ouest,97400 SAINT-DENIS,Commerce de gros,43262392400011,,Ne prend pas,Mail transmis le 02/10/2024
sinaman.commercial@disciplina.re,,,CILAM - COMPAGNIE LAITIERE DES MASCAREIGNES,,recrutement@cilam.com,"ZI Bas de la Riviere, 56 Quai Ouest",97400 SAINT-DENIS,Industrie laitière - fabrication de jus de fruits,31086403800016,,Ne prend pas,Mail transmis le 02/10/2024
sinaman.commercial@disciplina.re,Amanda,Mme Zeinab LAMBAT NEE MANGROLIA,ILYAS MANGROLIA CHAUSSURES,,,52 route de Montgaillard,97400 SAINT-DENIS,Commerce de chaussures,49121604000015,,,
sinaman.commercial@disciplina.re,,,SODIAC,,rh@sodiac.fr,"121 BOULEVARD JEAN JAURES, ",97400 SAINT-DENIS,Location de logements,37891851000033,,À voir avec Mme Loudot ! à voir en fonction de la demande,"Mail transmis le 03/09/2024, attente de réponse"
sinaman.commercial@disciplina.re,,,EDF,,"sei-reunion-recrutement@edf.fr
edu.reunion@gmail.com",14 RUE SAINTE ANNE,97400 SAINT-DENIS,distribution d’électricité,55208131712187,,A voir en fonction de la demande,"Mail transmis le 03/09/2024, attente de réponse
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,,MAIRIE DE SAINT ANDRE,0262 58 88 88,formation@saint-andre.re,"PL DU 2 DECEMBRE, ",97440 SAINT-ANDRE,Administration publique générale,21974009900011,,"Reçu au téléphone Mme LEGIER, Contacter par mail Mme MAILLOT Priscila","Mail transmis le 04/09/2024, attente de réponse"
sinaman.commercial@disciplina.re,,Mme Monique MENETRIER,MISS BIGOUDIS,0262 21 36 28,,3 Rue Alexis de Villeneuve,97400 SAINT-DENIS,Confections,31087365800010,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mme Zoubeda MOULLAN,MOULLAN SPORT,0262 21 02 74,,15 Rue Alexis de Villeneuve,97400 SAINT-DENIS,Commerce de détail,43793376500020,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mme Nadia CASSIM-CADJEE,ICC - CADJEE CONFORT,0262 21 14 42,,4 rue du stade de l’est,97490 SAINT-DENIS,Commerce de détail,39148748500099,,"Ne prend pas, petite entreprise",
sinaman.commercial@disciplina.re,Amanda,Mr Dilrouba GOULAMALY-ROSSANALY,L’INDE AUSTRAL,,,55 rue Alexis de Villeneuve,97400 SAINT-DENIS,Commerce de détail,50342241200018,,,
sinaman.commercial@disciplina.re,,Mr Ya-Eesh ABRAHAM-ADAM,T.O.I - TAYYEB FOOD OCEAN INDIEN,0262 41 05 86,tayyebfood@gmail.com,82 rue Alexis de Villeneuve,97400 SAINT-DENIS,Commerce de détail,50103915000013,,Mr ADAM chargé de recrutement absent,Mail transmis 02/10/2024
sinaman.commercial@disciplina.re,Amanda,Mr Nicolas LEBON,COURTAGE AUTOMOMBILE REUNION - CAR,,,"Appt 1, 2 Impasse des Colombes",97490 SAINT-DENIS,Commerce de voiture,98094324500012,,,
sinaman.commercial@disciplina.re,Amanda,Mr Frédéric PETIT CHARLES,PETIT CHARLES FREDERIC,,,38 Chemin des Alizés,97400 SAINT-DENIS,Activités des agences de publicité,52817459200014,,,
sinaman.commercial@disciplina.re,Amanda,Mr PETIT CHARLES,LE SAINT-CHILL,,,"Saint-Gilles Les Bains, 29 rue du Boucan Cannot",97434 SAINT-PAUL,Restauration,89901012800010,,,
sinaman.commercial@disciplina.re,Amanda,Mr PETIT CHARLES,BARISTA DE BOURBON SARL - COFFE SHOP DE BOURBON,,,27 B rue Alexis de Villeneuve,97440 SAINT-ANDRE,Restauration,81072325400019,,,
sinaman.commercial@disciplina.re,Amanda,Mr PETIT CHARLES,SASU 417,,,158 B Commune Begue,97441 SAINTE-SUZANNE,Activités administratives et autres activités de soutien aux entreprises,89968276900018,,,
sinaman.commercial@disciplina.re,Amanda,Mr Mathieu RENAUDEAU,SAFETY RELAY PRO,,,42 B rue Alexis de Villeneuve,97400 SAINT-DENIS,Activités des sièges sociaux ; conseil de gestion,95105874200010,,,
sinaman.commercial@disciplina.re,Amanda,Mr Sheik RUMJAUN,RUMJAUN SHEIK,,,19 rue Amedee Bedier,97400 SAINT-DENIS,Commerce de détail,38494476500021,,,
sinaman.commercial@disciplina.re,Amanda,Mr Pascal SAUTRON,VDOI,,,9 Rue Anatole France,97400 SAINT-DENIS,Commerce de gros,80945154500010,,,
sinaman.commercial@disciplina.re,,Mme Hatim MOUNAVARALY,BRICO-LOISIRS,0262 21 12 24,,3 rue Bouvet,97400 SAINT-DENIS,Commerce de détail,82196252900011,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Azize FERIDE,LE BINGO,,,10 rue Bouvet,97400 SAINT-DENIS,Commerce de détail,80839960400020,,,
sinaman.commercial@disciplina.re,,Mme Suzy FO-YAM,FO-YAM VINCENT SARL,0262 20 02 86,direction@foyam.com,33 Rue Charles Gounod,97400 SAINT-DENIS,"Commerce de matériel de climatisation, électronique et electro-ménager",41503954400010,,"A voir avec Mme Suzie FOYAM, la gérante","Mail transmis le 12/09/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,Amanda,Mme ZHAN SHOU QI,LE YONG YE SARL,0262 41 24 21,,55 rue Bouvet,97400 SAINT-DENIS,Restauration,42207823800017,,,
sinaman.commercial@disciplina.re,,Mr Ayoob ELAHEEBOCUS,LE CAUDAN,0262 94 39 00,,38 rue Charles Gounod,97400 SAINT-DENIS,Restauration,51449910200010,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Florence APPADOO,SHAM’S SAVEURS,,,6 rue d’Alsace,97400 SAINT-DENIS,Restauration,53216708700016,,,
sinaman.commercial@disciplina.re,,Mr Michel JAVEGNY,PRIMA EXPRESS,0692 34 19 00,,"9502 HLM Chokas, 46 rue de l’est",97400 SAINT-DENIS,Restauration,50360961200083,,Plus en activité,
sinaman.commercial@disciplina.re,,Mme marie BLARD,EPI EQUIPEMENT PISCINE IMPORT,0262 94 30 41,,12 rue du Bois de Nèfles,97400 SAINT-DENIS,Commerce de gros,39966855700024,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Georges CHEUNG LUNG,LES LATANIERS - SUPER 2000 LATANIERS - LIBRE SERVICE LES LATANIERS,,,Angles de La rue Bouvet et rue des Lataniers,97400 SAINT-DENIS,Supermarchés,32773335800011,,,
sinaman.commercial@disciplina.re,Amanda,Mme Shanaz MOUSSA,BULLES BY SHA,,,22 rue Bouvet,97400 SAINT-DENIS,Commerce de gros,52395614200013,,,
sinaman.commercial@disciplina.re,Amanda,Mr Ismael CHAWKATALY,AU BON PRIX,,,24 rue Bouvet,97400 SAINT-DENIS,Commerce de détail,44869185700024,,,
sinaman.commercial@disciplina.re,Amanda,Mr Hanjie LIANG,RESTAURANT JIN FENG,0693 92 22 97,,55 rue Bouvet,97400 SAINT-DENIS,Restauration,79060397100017,,,
sinaman.commercial@disciplina.re,Amanda,Mr Chemir ALIBAY MANDJY,ALIMODA,,,57 rue Bouvet,97400 SAINT-DENIS,Commerce de détail,80374659300018,,,
sinaman.commercial@disciplina.re,,Mr Nicolas BELLEGARDE,CORAIL DISTRIBUTION,"0262 21 56 13
0692 77 10 11",nico.bellegarde@gmail.com,1076 Chemin Maunier,97400 SAINT-DENIS,Ventes d’objet publicitaires et tous articles relatifs au sport,47886161000044,,"Petite structure, ne prend pas",
sinaman.commercial@disciplina.re,Amanda,Mr Francois PEREZ,FPMR - FRANCOIS PEREZ MED REUNION,,,"Bellepierre, 20 allée des Diamants",97400 SAINT-DENIS,Activités des sièges sociaux / conseil de gestion,52104158200011,,,
sinaman.commercial@disciplina.re,,Mr Francois PEREZ,SPDOM,0692 85 49 08,,"Apt 34 Bat A etg 3 Résidence Halley, 4 rue Camille Vergoz",97400 SAINT-DENIS,Commerce de gros,53250030300021,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mr Joel NARAYANIN,EM2R - EM2 REUNION,0262 91 78 78,contact@em2r.fr,7 rue Camille Vergoz,97400 SAINT-DENIS,"Fabrication, vente, pose de panneaux isolants .. / Fabrication d’éléments en béton",43983821000037,,Ne prend que des stagiaires,"Mail transmis le 11/09/2024
Relance effectuer Mail transmis le 18/08/2025"
sinaman.commercial@disciplina.re,Amanda,Mr Etienne BARBE,L’AUBERGE - LE CAP HORN,0262 93 08 74,,3 rue Charles Gounod,97400 SAINT-DENIS,Restauration,79442331900027,,,
sinaman.commercial@disciplina.re,Amanda,Mme Mariame MALL,SOKOM,,,10 rue Charles Gounod,97400 SAINT-DENIS,Commerce de gros,79212923100017,,,
sinaman.commercial@disciplina.re,Amanda,Mr Michel LABUTTE,L’UNISSON - LE GRAND REGAL,"0262 41 73 67
0692 24 21 40",,14 rue Charles Gounod,97400 SAINT-DENIS,Restauration,52789431500011,,,
sinaman.commercial@disciplina.re,Amanda,Mr Abdullah GHANTY,GHANTY ROQUEFEUILLE,,,15 rue Charles Gounod,97400 SAINT-DENIS,Activités immobilières,49868944700015,,,
sinaman.commercial@disciplina.re,,Mr Chakil OMARJEE,KOSME’O,0692 28 90 25,chakil.omarjee@yahoo.fr,44 rue Charles Gounod,97400 SAINT-DENIS,Commerce de détail,81353491400011,,"Peut-être pour plus tard, reçu au téléphone Mr Omarjee",Mail transmis le 16/09/2024
sinaman.commercial@disciplina.re,Amanda,Mr Chakil OMARJEE,CONS’O - FASHION STORY,,,44 rue Charles Gounod,97400 SAINT-DENIS,Commerce de détail,81221026800015,,,
sinaman.commercial@disciplina.re,Amanda,Mr Raminoasitera NIRLO,CBM REUNION,,,45 rue Charles Gounod,97400 SAINT-DENIS,Commerce de détail,50048741800021,,,
sinaman.commercial@disciplina.re,,Mme Mamode ISSAC,FAMOD,0262 21 82 85,,155 rue du maréchal Leclerc,97400 SAINT-DENIS,Commerce de détail,38323459800035,,Fermé,
sinaman.commercial@disciplina.re,Amanda,Mr Fawzy MOUSSA,SOVEMO - VESTIRAMA 2,,,49 rue Charles Gounod,97400 SAINT-DENIS,Commerce de détail,42900546500019,,,
sinaman.commercial@disciplina.re,,Mr Mohammad HAFEJI,COMPAGNIE 1982 - BOX OCEAN INDIEN,0692 65 57 54,,"Apt 2, 50 rue Charles Gounod",97400 SAINT-DENIS,Commerce de gros,50881259100016,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Fadlul KAUSMALLY,CHEZ AYOUB,0262 21 14 33,,66 rue Charles Gounod,97400 SAINT-DENIS,Pâtisserie,31084303200015,,,
sinaman.commercial@disciplina.re,Amanda,Mr David BOISSEL,RELEAF,,,"Lotissement Beausejour, 16 rue des Alizés",97438 SAINTE-MARIE,Activités des sièges sociaux / conseil de gestion,53302965800028,,,
sinaman.commercial@disciplina.re,,Mr Michel BLUM,LEMORGAN - O BAR,"0262 52 57 88
0693 90 21 10",contact@obar.re,34 rue de La Compagnie,97400 SAINT-DENIS,Restauration,50414026000028,,"Ne prend pas, que BP Barman ou serveur, Besoin en cuisine mais seulement BP ou CAP",
sinaman.commercial@disciplina.re,Amanda,Mr Abdoul-Anziz MCHANGAMA,WA ENTREPRISE,06 92 83 30 93,,"Apt 40 La Trinité, 12 rue de la Chine",97400 SAINT-DENIS,Services d’aménagement paysager,79769868500014,,,
sinaman.commercial@disciplina.re,Amanda,Mr Abdoul-Rahman MOULLAN,TEKA MODE,,administration@tekamode.com,2 B rue de l’Est,97400 SAINT-DENIS,Commerce de détail,49783715300012,,,"Mail transmis le 11/09/2024
Relance effectué le 28/11/2024
Dossier repris par Lamia"
sinaman.commercial@disciplina.re,,Mr Jean MANIER,MJC OI - OVERSIDE,0262 41 77 92,,3 rue de l’Amiral Lacaze,97400 SAINT-DENIS,CLUB DE STREAP TEASE,47764985900022,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Anass LOCATE,A.S.L DISTRIBUTION - AUTO L+ - CARTEGRISE.RE,,,24 Rue de l’Amiral Decaen,97400 SAINT-DENIS,Activité des sièges sociaux,48120819700022,,,
sinaman.commercial@disciplina.re,Amanda,Mr Sebastien VERGOZ,LABOURDONNAIS - RESTAURANT LABOURDONNAIS,0262 58 35 51,contact@mahe.re,14 rue de l’Amiral Lacaze,97400 SAINT-DENIS,"Restauration, bar, Activité discothèque",52486918700012,,,Mail transmis le 18/09/2024
sinaman.commercial@disciplina.re,,Mr Dilshad MAMODE ALLY,EURL MAMODA - O RESTO ADV,0262 23 04 06,,17 rue Alexis de Villeneuve,97400 SAINT-DENIS`,Restauration,80312106000021,,Rudy,
sinaman.commercial@disciplina.re,,Mme Marie GIGAN,BIENVENUE CHEZ LALA,0692 19 97 38,,Rue de La Boulangerie,97400 SAINT-DENIS,Commerce de détail,38925900300025,,"Petit snack , ne prend pas",
sinaman.commercial@disciplina.re,Amanda,Mr Cyrille PAUS,PRIMEUR NORD,,,25 rue de La Boulangerie,97400 SAINT-DENIS,Vente de fruits et légumes,52440289800018,,,
sinaman.commercial@disciplina.re,Amanda,Mr Jean-Claude AUTRAN,JCA INSTITUT,"0692 09 05 96
0693 47 20 20",,1 rue de La Caserne,97400 SAINT-DENIS,Commerce de gros,53163224800021,,,
sinaman.commercial@disciplina.re,,Mme Malika MIMOUNE,ROBINRUN - MALIKA TONNIC,0692 66 42 22,robinrun974@gmail.com,"Villa Manguier, 1 rue de La Caserne",97400 SAINT-DENIS,Commerce de gros,42008878300048,,"Ne prend pas , petite structure",Mail transmis le 02/10/2024
sinaman.commercial@disciplina.re,,Mme Adeline USCIATI,PROMOPLAST OCEAN INDIEN,0692 60 52 01,,"Chirico Bat D, 8 rue de La Caserne",97400 SAINT-DENIS,Commerce de gros,51008137500014,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Daniel ATREE,LE CASSE DALLE,,,"St Francois immeuble Alors apt 71, rue de la Chaumière",97400 SAINT-DENIS,Restauration,34863202700119,,,
sinaman.commercial@disciplina.re,,Mr Guillaume AUZEBY,AGRUN,0692 68 84 46,,"Camelias 2 apt 7 Bat A,17 rue de La Colline",97400 SAINT-DENIS`,Commerce de détail,48147891500038,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Mohammad MOULLAN,MEAT CORNER,,,"Les Camelias, 90 rue de La Colline",97400 SAINT-DENIS,Restauration,79325090300010,,,
sinaman.commercial@disciplina.re,,Mr Joseph NATIVEL,LES PAYSANS SOLIDAIRES,0692 83 42 88,,"Cite des Lauriers, 3 rue de La Colline",97400 SAINT-DENIS,Commerce de gros,81329306500013,,Ne prend pas mais garde nos informations au cas ou un ami serai interesser,
sinaman.commercial@disciplina.re,Amanda,Mme Nathalie THIAW-KINE,SPIRIT FAMILY,,,16 rue de La Colline,97400 SAINT-DENIS,Commerce de détail,50387020600011,,,
sinaman.commercial@disciplina.re,,Mr Stephane CHEN-TZU-KUONG,SARANA CONSTRUCTION - SARANA PISCINES,,,157 CHEMIN LIGNE BERTHAUT,97435 SAINT-PAUL,Travaux de construction spécialisés,90322097800014,,Interesser par 3 vendeurs,"Mail transmis le 20/08/2024
Retour reçu le 03/10/2024
Mandat ab ok sans signature le 08/10/2024"
sinaman.commercial@disciplina.re,,Mme Marianne JUNOT,OGUAVA - NOVADIES,,,"42 Q CENTRE COMMERCIAL DU GRAND NORD, 75 RUE DU KARTING",97490 SAINT-DENIS,Restauration,53304444200036,,"Recherche vendeur(se) polyvent(e) en glace, Fille de préférence, Entre 18 et 25 ans",AB + Mandat ok le 23/09/2024
sinaman.commercial@disciplina.re,Amanda,Mr Jean-Christophe JUNOT,OBLEAS,0262 92 81 55,,"Cours de l’usine La Mare, La Mare",97438 SAINTE-MARIE,Restauration,82100374600046,,,A voir avec Madame JUNOT
sinaman.commercial@disciplina.re,Amanda,Mr Olivier LEVY,DEAL RUN,,,"Saint-Gilles Les Bains, 61 rue des Navigateurs",97434 SAINT-PAUL,Activités auxiliaires de services financiers et d'assurance,84285144600034,,,
sinaman.commercial@disciplina.re,,Mme Ophélie PAYET,PAYET DISTRIBTION,0692 55 79 16,contact.payetdistribution@gmail.com,"51 rue des Mambolos, combustion",97440 SAINT-ANDRE,Distributeur de boisson,89006347200017,,"N'a pas de besoin, contacter son frère qui possède un snack, recherche un centre de formation",
sinaman.commercial@disciplina.re,Amanda,Mr Jean-Michel LEGROS,CFC - ISA CAP FUTURE C,,,"Immeuble Compagnie des Indes, 20 rue de la compagnie",97400 SAINT-DENIS,Activités pour la santé humaine,51473787300026,,,
sinaman.commercial@disciplina.re,Amanda,Mme Mireille DORWLING CARTER,METHODE GAU,,,20 rue de La Compagnie,97400 SAINT-DENIS,Industrie alimentaires,31084279400052,,,
sinaman.commercial@disciplina.re,Amanda,Mr Sanjay AUDAVDJEE,VISHOR REUNION,,,28 rue de La Compagnie,97400 SAINT-DENIS,Négoce de matériel de construction,75105344800013,,,
sinaman.commercial@disciplina.re,,Mme Marie HARSUKHLAL HIRJY,BIJOUTERIE ROYALE HIRJY,0262 41 45 19,,29 rue de La Compagnie,97400 SAINT-DENIS,Bijouterie,33182592700022,,Petit atelier ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Christophe VIELLE,MADO DIFFUSION,,,46 rue du Commerce,97460 SAINT-PAUL,Parfumerie,44122390600047,,,
sinaman.commercial@disciplina.re,Amanda,Mr Christophe VIELLE,L’EFFET DUPARC,,,Lot 14 Centre Commercial Duparc,97438 SAINTE-MARIE,L’achat la vente l’import l’export et le négoce en général,52473438100014,,,
sinaman.commercial@disciplina.re,,Mr Christophe BRIAND,CHRISLINE - STUDIO 32,0262 52 57 88,,32 rue de La Compagnie,97400 SAINT-DENIS,"Bar brasserie, petite restauration",80135238600016,,"Attention verifier n° , le même que OBAR",
sinaman.commercial@disciplina.re,Amanda,Mr Loïc HOARAU,STREETS CONCEPT - LE GREEN BILLARD ACADEMY,,,20 rue Jean Chatel,97400 SAINT-DENIS,Activités sportives,39421299700016,,,
sinaman.commercial@disciplina.re,,Mr Olivier LEVY,L.2.D - LEVY DEVELOPPEMENT DISTRIBUTION,0262 32 47 66,"rh@groupe-l2d.fr
milena.gence@groupe-l2d.com
primael.r@groupe-l2d.com","Saint-Gilles Les Bains, 55 rue des Navigateurs",97434 SAINT-PAUL,Activités des sièges sociaux ; conseil de gestion,48946979100045,,"Reçu au téléphone Mme BARRON Katia, intéresser par des vendeurs, à voir , Le 23/09 reçu Mme Barron au téléphone, mail transmis à ces collaborateur en attente retour.","Mail transmis le 18/09/2024, en attente de retour"
sinaman.commercial@disciplina.re,,"Mr Jean-Christophe BATTLE
DEAL RUN",LA CASE A PAIN ST DENIS - CASE DENIS,0262 46 23 49,"resp.stdenis@caseapains.fr
resp.lasource@caseapains.fr",39 Rue Alexis de Villeneuve,97400 SAINT-DENIS,Boulangerie / Pâtisserie,85238585500048,,"Case à Pain de St Denis reçu Mr TECHER , souhaite un rdv physique lundi 16/09 à 10h
Personnage aigri","Mail transmis 07/10/2024
AB + Manda reçu signé le 26/05/2025
Apprenti signé, contrat OK"
sinaman.commercial@disciplina.re,,Mr Tony TEN-SHONG,AU PETIT COIN TRANQUILLE,0692 85 14 44,,85 rue de La République,97400 SAINT-DENIS,Commerce d’alimentation général,80864116100019,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mme Christine VERTHIER,AMBROISE SOURCE,,source.ambroise@yahoo.com,12 rue de La Source,97400 SAINT-DENIS,Industrie alimentaires,80467039600014,,,"Mail transmis le 19/09/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,Amanda,Mr Paule VIRAPIN CAROUMBIN,BIJOUTERIE LVK MAJESTE,,,31 avenue de La Victoire,97400 SAINT-DENIS,Vente ambulant,47937514900016,,,
sinaman.commercial@disciplina.re,Amanda,Mr EL HADJI SALL,SEHM - SEHM GROUP,,,"Apt 57 Résidence Quartier Latin, 52 rue Michel Ha-Sam",97400 SAINT-DENIS,"Grossiste vêtement, chaussures, divers accessoires maroquinerie",53482376000028,,,
sinaman.commercial@disciplina.re,Amanda,Mr Younous RAVATE,PIZZ OI SARL - VIA PIZZA,,,"Parking Tikai Angle rue Jules Aubert, rue de Nice",97400 SAINT-DENIS,Pizzeria,41246484400023,,,
sinaman.commercial@disciplina.re,Amanda,Mr Olivier BLONDET,SARL OPALINE - 144,"0692 40 53 21
0262 11 24 07",le144restaurant@gmail.com,12 rue de Nice,97400 SAINT-DENIS,Restauration,80365083700013,,,Mail transmis le 21/09/2024
sinaman.commercial@disciplina.re,,Mr Yamine SILEMAN,PIECES AUTO CONCORDE,02§2 66 66 86,ventes@paconcorde.re,66 B Avenue Marechal de Lattre de T’assigna,97400 SAINT-DENIS,Commerce et réparation automobile,81112469200021,,Pas de besoin pour le moment,"Mail transmis le 21/09/2024, réponse reçu le 23/09/2024
Relance le 16/07/2025
Relance le 19/09/2025"
sinaman.commercial@disciplina.re,,,AMBRE BOUTIQUE,0262 46 73 35,,62 rue Juliette Dodu,97400 SAINT-DENIS,,,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,,AQUANOR,,accueil@aquanor.re,1 route Digue,97490 SAINTE-CLOTILDE,,,,,Mail transmis le 23/09/2024
sinaman.commercial@disciplina.re,,Mme BADAT,BADAT LINGERIE,0262 41 19 15,badat.lingeriegmail.com,105 rue Jean Chatel,97400 SAINT-DENIS,,,,Equipe au complet,Mail transmis le 23/09/2024
sinaman.commercial@disciplina.re,,Mme Catherine BRUNOT,CHAUS’EN FOLIE,0262 21 09 54,,56 B rue Victor Mac Auliffe,97400 SAINT-DENIS,,32318897900054,,Ne prend pas,Brice à repris le suivi
sinaman.commercial@disciplina.re,,,CITE DES ARTS - TERRITO’ARTS,0262 92 09 90,"contact@citedesarts.re
recrutement@territoarts.re",23 rue Leopold Rambaud,97490 SAINTE-CLOTILDE,,81208476200010,,Ne prend pas,Mail transmis le 23/09/2024
sinaman.commercial@disciplina.re,,,DIAM LOISIRS - DIAMANT REUNION,0262 22 62 14,dsincere@diam-loisirs.com,Rue Gabriel Kerveguen,97490 SAINTE-CLOTILDE,,41498432800099,,"A voir , contacter le siège","Mail transmis le 23/09/2024
Relance effectué le 28/11/2024"
sinaman.commercial@disciplina.re,,Mr Jean-Luc SCHNEIDER,DES BULLES DANS L’OCEAN,0262 41 58 58,des.bulles.dans.locean@wanadoo.fr,63 rue Jean Chatel,97400 SAINT-DENIS,1998-06-15 00:00:00,41936832900019,,"Ne prend pas, à déjà un stagiaire",Mail transmis le 23/09/2024
sinaman.commercial@disciplina.re,,Mr Aslam BADAT,INNOVATION,"0262 21 54 00
0692 88 00 53",,103 rue du Marechal Leclerc,97400 SAINT-DENIS,,31958869500019,,Equipe au complet,
sinaman.commercial@disciplina.re,Amanda,Mr Jivan MAMODALY,STATION SERVICE DE LA CLINIQUE,0262 31 31 10,stationclinique@yahoo.fr,13 rue de La Clinique,97490 SAINT-DENIS,Commerce de détail,44467306500017,,,"Mail transmis le 16/09/2024
PLUS DE STATION"
sinaman.commercial@disciplina.re,,Mr Farouk BADAT,KIMPORT,02 62 41 36 34,,17 rue de Paris,97400 SAINT-DENIS,Commerce de détail,33765406500016,,Ne prend pas,
sinaman.commercial@disciplina.re,Amanda,Mr Farouk BADAT,SARL KIM - KIM,,,17 rue de Paris,97400 SAINT-DENIS,Commerce de détail,80508600600014,,,
sinaman.commercial@disciplina.re,,Mme Elisabetta BOVE,PHARMACIE DU JARDIN DE L’ETAT,0262 21 28 55,,42 rue de Paris,97400 SAINT-DENIS,Officine de pharmacie,88418246000011,,Ne prend pas,
sinaman.commercial@disciplina.re,,Mr Hugues THIA SONG FAT,POP SEGA,0262 30 11 06,corinne.thia@orange.fr,"Montgaillard, 21 rue des Bancouliers",97400 SAINT-DENIS,Commerce de gros,33112105300010,,A connu de mauvaise expérience mais n’est pas fermé,Mail transmis le 02/10/2024
